wh_dept_id,wh_name,large_class_code,large_class_name,goods_id,goods_name,mark_type,is_purchase,dt
4001,北京仓库,SC0006,原料,5,干玫瑰花,4,0,2024-01-22
-1,全国,SC0003,轻食,24476,芝芝莓莓大福,3,0,2024-01-22
-1,全国,SC0006,原料,8045,苹果优格味爆爆珠,4,0,2024-01-22
-1,全国,SC0006,原料,28441,焦糖可露丽风味饮料浓浆,4,0,2024-01-22
-1,全国,SC0013,工服类,27901,短袖衬衫-2XL,4,0,2024-01-22
-1,全国,SC0015,零食,20687,圣诞姜饼人糕点,4,0,2024-01-22
-1,全国,SC0013,工服类,27860,SGP-长袖衬衫,4,0,2024-01-22
-1,全国,SC0002,器具类,302,打蛋器（粗线）,3,1,2024-01-22
-1,全国,SC0006,原料,5903,桃汁饮料浓浆,4,0,2024-01-22
-1,全国,SC0004,包装类,25533,16oz冰杯直饮杯盖（PLA）,3,1,2024-01-22
-1,全国,SC0006,原料,4299,草莓汁,4,0,2024-01-22
-1,全国,SC0006,原料,20778,白桃味糖浆,4,0,2024-01-22
-1,全国,SC0003,轻食,808,火腿金枪鱼双拼三明治,4,0,2024-01-22
-1,全国,SC0004,包装类,25316,16oz冰杯直饮杯盖,3,1,2024-01-22
-1,全国,SC0001,办公用品,250,硒鼓,4,0,2024-01-22
-1,全国,SC0002,器具类,13078,1TSP不锈钢长柄量勺,4,0,2024-01-22
-1,全国,SC0003,轻食,11482,土豆烧肉包,4,0,2024-01-22
-1,全国,SC0006,原料,20624,太妃榛果味调味糖浆,4,0,2024-01-22
-1,全国,SC0003,轻食,20526,金枪鱼蛋黄酱脆香饭团,4,0,2024-01-22
-1,全国,SC0006,原料,28163,哥伦比亚瑰夏（零售装）,4,0,2024-01-22
-1,全国,SC0004,包装类,409,12oz冰杯平盖,4,0,2024-01-22
-1,全国,SC0001,办公用品,469,打印机,4,0,2024-01-22
-1,全国,SC0014,日耗品,988,保质期贴纸,4,0,2024-01-22
-1,全国,SC0007,营销物料,28071,广发银行跳跳卡202305,4,0,2024-01-22
-1,全国,SC0001,办公用品,155,胶棒,4,0,2024-01-22
-1,全国,SC0006,原料,11510,有机酸牛奶,4,0,2024-01-22
-1,全国,SC0013,工服类,24574,夏季外卖马甲XL,4,0,2024-01-22
-1,全国,SC0013,工服类,4467,通版长袖衬衫,4,0,2024-01-22
-1,全国,SC0015,零食,10691,无核西梅干,4,0,2024-01-22
-1,全国,SC0014,日耗品,27248,咖啡机牛奶系统清洁药片,3,1,2024-01-22
-1,全国,SC0002,器具类,28449,公示栏,3,1,2024-01-22
-1,全国,SC0006,原料,11559,菊花罗汉果植物饮料,4,0,2024-01-22
-1,全国,SC0006,原料,27486,0卡桂花风味饮料浓浆,4,0,2024-01-22
-1,全国,SC0002,器具类,474,地毯（大）,4,0,2024-01-22
-1,全国,SC0006,原料,8129,NFC菠萝汁饮料,4,0,2024-01-22
-1,全国,SC0006,原料,28085,马斯卡彭风味厚奶,3,0,2024-01-22
-1,全国,SC0006,原料,28446,BIB-冷萃厚牛乳,2,0,2024-01-22
-1,全国,SC0014,日耗品,5980,无痕百洁布,4,0,2024-01-22
-1,全国,SC0001,办公用品,169,A4挂板式文件夹,4,0,2024-01-22
-1,全国,SC0006,原料,8122,轻芝士奶盖牛乳浆料,4,0,2024-01-22
-1,全国,SC0002,器具类,28484,艺康洗手液按压瓶,4,0,2024-01-22
-1,全国,SC0004,包装类,442,杯套,3,1,2024-01-22
-1,全国,SC0006,原料,27199,草莓奶油甜酒风味调味糖浆,4,0,2024-01-22
-1,全国,SC0003,轻食,24203,桂花酪酪大福,4,0,2024-01-22
-1,全国,SC0006,原料,28176,茉莉花干（代用茶）,4,0,2024-01-22
-1,全国,SC0004,包装类,80,单支吸管粗,4,1,2024-01-22
-1,全国,SC0004,包装类,640,不干胶贴纸火腿鲜蔬卷,4,0,2024-01-22
-1,全国,SC0007,营销物料,28178,6月活动窗贴B,4,0,2024-01-22
-1,全国,SC0003,轻食,5833,榛子巧克力起酥,4,0,2024-01-22
-1,全国,SC0013,工服类,27900,贝雷帽大号,3,1,2024-01-22
-1,全国,SC0001,办公用品,27606,14寸笔记本电脑外包装纸箱,3,1,2024-01-22
-1,全国,SC0014,日耗品,13155,咖啡机牛奶系统清洗剂（酸性）100g/瓶,4,0,2024-01-22
-1,全国,SC0007,营销物料,27647,太妃榛香中帆202210,4,0,2024-01-22
-1,全国,SC0004,包装类,4047,BOSS餐包装盒内衬隔断板,4,0,2024-01-22
-1,全国,SC0007,营销物料,25498,自由卡A字架202203,4,0,2024-01-22
-1,全国,SC0006,原料,25806,芝士凝酪,4,0,2024-01-22
-1,全国,SC0007,营销物料,27594,瑰夏中帆202209,4,0,2024-01-22
-1,全国,SC0014,日耗品,599,蒸奶棒清洗液 Schaerer IArt Plus专用,4,0,2024-01-22
-1,全国,SC0006,原料,19763,麦芽威士忌风味糖浆,4,0,2024-01-22
-1,全国,SC0006,原料,23993,日晒花魁咖啡豆,4,0,2024-01-22
-1,全国,SC0014,日耗品,91,保质期贴纸星期五,4,0,2024-01-22
-1,全国,SC0013,工服类,27907,SGP-贝雷帽小号,3,1,2024-01-22
-1,全国,SC0014,日耗品,97,ELITE150易丽150机用催干剂液体,4,0,2024-01-22
-1,全国,SC0007,营销物料,365,玻璃密封罐(2L),4,0,2024-01-22
-1,全国,SC0002,器具类,6050,空桶（污染）,4,0,2024-01-22
-1,全国,SC0006,原料,27601,哥伦比亚蕙兰日晒咖啡豆,4,0,2024-01-22
-1,全国,SC0006,原料,725,荔枝风味果酱,4,0,2024-01-22
-1,全国,SC0003,轻食,19861,巧克力榛子味泡芙,4,0,2024-01-22
-1,全国,SC0004,包装类,260,POS机打印纸,3,1,2024-01-22
-1,全国,SC0004,包装类,25694,90口径 直饮冰杯盖（小鹿茶）PLA,2,1,2024-01-22
-1,全国,SC0007,营销物料,28537,1月上旬活动中帆202401,4,0,2024-01-22
-1,全国,SC0002,器具类,11657,0.5TSP不锈钢长柄量勺,3,1,2024-01-22
-1,全国,SC0006,原料,5896,乌龙茶茶饮料,4,0,2024-01-22
-1,全国,SC0003,轻食,4320,牛肉芝士羊角三明治,4,0,2024-01-22
-1,全国,SC0006,原料,27423,龙眼果汁饮料,4,0,2024-01-22
-1,全国,SC0002,器具类,114,塑料垃圾铲带灰扫帚,3,1,2024-01-22
-1,全国,SC0004,包装类,4355,22oz注塑杯,4,0,2024-01-22
-1,全国,SC0006,原料,20856,栀子花绿茶茶包,4,0,2024-01-22
-1,全国,SC0006,原料,23124,冷冻椰子水,4,0,2024-01-22
-1,全国,SC0013,工服类,27858,SGP-短袖衬衫,4,0,2024-01-22
-1,全国,SC0004,包装类,4096,甘蔗浆9*9深方盘,4,0,2024-01-22
-1,全国,SC0003,轻食,25561,杨枝甘露大福,4,0,2024-01-22
-1,全国,SC0014,日耗品,740,不干胶贴纸（非奶制品贴纸）,3,1,2024-01-22
-1,全国,SC0006,原料,27650,榛子丝绒风味厚奶,4,0,2024-01-22
-1,全国,SC0004,包装类,27768,SGP-16oz 热饮杯盖,3,1,2024-01-22
-1,全国,SC0006,原料,37,树莓颗粒果酱,4,0,2024-01-22
-1,全国,SC0003,轻食,25078,抹茶红豆瑞士卷,4,0,2024-01-22
-1,全国,SC0007,营销物料,28404,双码桌牌202309,3,1,2024-01-22
-1,全国,SC0003,轻食,3935,蜜汁叉烧包30g,3,0,2024-01-22
-1,全国,SC0015,零食,4250,黑巧克力威化（旧）,4,0,2024-01-22
-1,全国,SC0006,原料,27746,巴拿马圣特雷莎庄园咖啡豆,4,0,2024-01-22
-1,全国,SC0013,工服类,27859,SGP-围裙（咖色店长款）,4,0,2024-01-22
-1,全国,SC0013,工服类,888,男士短袖POLO衫,4,0,2024-01-22
-1,全国,SC0004,包装类,20721,12oz SOE热饮杯盖,3,1,2024-01-22
-1,全国,SC0006,原料,27942,茉莉花茶调味茶固体饮料,3,0,2024-01-22
-1,全国,SC0004,包装类,4089,黑碗PP盖,4,0,2024-01-22
-1,全国,SC0002,器具类,10481,全脂牛奶转接头,4,0,2024-01-22
-1,全国,SC0006,原料,20246,鸡蛋布丁风味饮料浓浆,4,0,2024-01-22
-1,全国,SC0006,原料,25792,0卡冲绳海盐焦糖风味饮料浓浆,4,0,2024-01-22
-1,全国,SC0013,工服类,27904,长袖衬衫-XL,4,0,2024-01-22
-1,全国,SC0007,营销物料,28175,6月活动寻豆报纸202306,4,0,2024-01-22
-1,全国,SC0003,轻食,19896,墨鱼风味软欧包（常温）,4,0,2024-01-22
-1,全国,SC0013,工服类,24553,夏季外卖马甲XXXL,4,0,2024-01-22
-1,全国,SC0002,器具类,203,PC1/6份数盆有孔盖,3,1,2024-01-22
-1,全国,SC0014,日耗品,582,绝缘胶带,4,0,2024-01-22
-1,全国,SC0002,器具类,25848,随身照明灯,4,0,2024-01-22
-1,全国,SC0004,包装类,25722,16oz 冰杯平盖PLA,1,1,2024-01-22
-1,全国,SC0006,原料,28294,炭烤风味椰浆饮品,4,0,2024-01-22
-1,全国,SC0004,包装类,27760,SGP-通用杯托,3,1,2024-01-22
-1,全国,SC0007,营销物料,28216,2级菜单202305,3,1,2024-01-22
-1,全国,SC0007,营销物料,28054,4月代言人谷中帆202304,4,0,2024-01-22
-1,全国,SC0002,器具类,28220,密胺托盘,3,1,2024-01-22
-1,全国,SC0003,轻食,24413,南瓜酪酪大福,4,0,2024-01-22
-1,全国,SC0007,营销物料,8500,玻璃贴（小鹿茶）,4,0,2024-01-22
-1,全国,SC0007,营销物料,27735,圣诞代言人谷中帆202212,4,0,2024-01-22
-1,全国,SC0006,原料,28086,巴旦木植物蛋白饮料,4,0,2024-01-22
-1,全国,SC0002,器具类,12826,马科途拉车（爬坡轮）,4,0,2024-01-22
-1,全国,SC0004,包装类,7373,标杯贴纸（小鹿茶）,4,0,2024-01-22
-1,全国,SC0002,器具类,13057,塑料量杯500ml,3,1,2024-01-22
-1,全国,SC0015,零食,10313,海苔味/番茄味饼干条,4,0,2024-01-22
-1,全国,SC0007,营销物料,28369,9月上旬活动贴纸202309,4,0,2024-01-22
-1,全国,SC0002,器具类,101,两用不锈钢量勺连叉,3,1,2024-01-22
-1,全国,SC0002,器具类,25,方形黑色酒吧垫（小）,3,1,2024-01-22
-1,全国,SC0004,包装类,82,木质搅拌棒,4,0,2024-01-22
-1,全国,SC0003,轻食,25288,原味麻薯,4,0,2024-01-22
-1,全国,SC0014,日耗品,662,灭蝇纸,3,1,2024-01-22
-1,全国,SC0006,原料,20720,工夫红茶,4,0,2024-01-22
-1,全国,SC0007,营销物料,28500,代言人新品中帆202312,4,0,2024-01-22
-1,全国,SC0014,日耗品,257,全自动咖啡机清洁药片,4,0,2024-01-22
-1,全国,SC0004,包装类,844,故宫杯套,4,0,2024-01-22
-1,全国,SC0003,轻食,5686,全麦多味组合汉堡,4,0,2024-01-22
-1,全国,SC0003,轻食,25855,红莓果瑞士卷,4,0,2024-01-22
-1,全国,SC0006,原料,8031,原味晶球风味饮料,4,0,2024-01-22
-1,全国,SC0006,原料,19238,冷冻原味牛油果泥,4,0,2024-01-22
-1,全国,SC0006,原料,25246,意式风味奶冻（果冻）,4,0,2024-01-22
-1,全国,SC0004,包装类,347,8oz热饮杯盖,4,0,2024-01-22
-1,全国,SC0006,原料,20996,蜜瓜味调味糖浆,4,0,2024-01-22
-1,全国,SC0014,日耗品,4481,咖啡机清洁套装,4,0,2024-01-22
-1,全国,SC0014,日耗品,852,双排机墨盒（价签枪用）,4,0,2024-01-22
-1,全国,SC0003,轻食,955,速冻豆角焖面,4,0,2024-01-22
-1,全国,SC0003,轻食,20540,黑椒牛肉炒饭,4,0,2024-01-22
-1,全国,SC0014,日耗品,119,小心地滑牌,3,1,2024-01-22
-1,全国,SC0006,原料,397,淡奶油,3,0,2024-01-22
-1,全国,SC0006,原料,4488,原味调味糖浆,3,0,2024-01-22
-1,全国,SC0013,工服类,27903,贝雷帽小号,3,1,2024-01-22
-1,全国,SC0006,原料,28482,冰糖橙风味饮料浓浆,4,0,2024-01-22
-1,全国,SC0015,零食,4243,徐福记自然予谷谷棒燕麦紫薯沙琪玛,4,0,2024-01-22
-1,全国,SC0003,轻食,6120,麻辣香锅焖面,4,0,2024-01-22
-1,全国,SC0002,器具类,24315,小号底料勺,3,1,2024-01-22
-1,全国,SC0004,包装类,28431,16oz-双层热饮纸杯PLA,1,1,2024-01-22
-1,全国,SC0015,零食,11475,益达草莓味,4,0,2024-01-22
-1,全国,SC0003,轻食,7275,培根菌菇帕尼尼​,4,0,2024-01-22
-1,全国,SC0014,日耗品,104,GREASELIFT油立克高效非腐蚀性除,4,0,2024-01-22
-1,全国,SC0002,器具类,270,玻璃胶刮,4,0,2024-01-22
-1,全国,SC0003,轻食,744,德式黑森林蛋糕,4,0,2024-01-22
-1,全国,SC0006,原料,24826,九州草莓风味调味糖浆,4,0,2024-01-22
-1,全国,SC0002,器具类,3886,塑料擦手纸盒,3,1,2024-01-22
-1,全国,SC0003,轻食,6113,蛋炒饭,4,0,2024-01-22
-1,全国,SC0007,营销物料,27325,瓦尔登瑞纳冰中帆202207,4,0,2024-01-22
-1,全国,SC0003,轻食,20667,烟熏鸡肉蛋香可颂,3,0,2024-01-22
-1,全国,SC0006,原料,28103,0卡白兰瓜风味饮料浓浆,4,0,2024-01-22
-1,全国,SC0006,原料,23628,北海道丝绒风味厚乳,3,0,2024-01-22
-1,全国,SC0003,轻食,28029,港式菠萝包,3,0,2024-01-22
-1,全国,SC0004,包装类,27766,SGP-12oz SOE热饮杯盖,3,1,2024-01-22
-1,全国,SC0006,原料,8108,燕麦罐头,4,0,2024-01-22
-1,全国,SC0004,包装类,27769,SGP-16oz热饮杯,3,1,2024-01-22
-1,全国,SC0002,器具类,116,重型五面地刷,4,0,2024-01-22
-1,全国,SC0006,原料,25953,焦糖粒代可可脂巧克力,1,0,2024-01-22
-1,全国,SC0014,日耗品,88,保质期贴纸星期三,4,0,2024-01-22
-1,全国,SC0002,器具类,111,手压喷壶,4,0,2024-01-22
-1,全国,SC0003,轻食,23979,金桂芋泥软欧包,4,0,2024-01-22
-1,全国,SC0007,营销物料,28561,1月中下旬活动中帆202401,4,0,2024-01-22
-1,全国,SC0002,器具类,28412,香蕉蛋糕模型,4,0,2024-01-22
-1,全国,SC0006,原料,28097,古姬紫风铃咖啡豆,4,0,2024-01-22
-1,全国,SC0014,日耗品,28555,30cm丁腈手套（L）,3,1,2024-01-22
-1,全国,SC0013,工服类,468,女装加绒毛衫XXL,4,0,2024-01-22
-1,全国,SC0003,轻食,20840,燕麦软曲奇,4,0,2024-01-22
-1,全国,SC0004,包装类,27767,SGP-16oz冰杯,3,1,2024-01-22
-1,全国,SC0006,原料,24511,奶油曲奇风味调味糖浆,4,0,2024-01-22
-1,全国,SC0007,营销物料,25036,新年幸运套餐A字架202112,4,0,2024-01-22
-1,全国,SC0006,原料,27600,瑞幸 埃塞俄比亚花魁咖啡豆,4,0,2024-01-22
-1,全国,SC0013,工服类,968,外卖马甲XL,4,0,2024-01-22
-1,全国,SC0001,办公用品,3970,三孔活页夹,4,0,2024-01-22
-1,全国,SC0003,轻食,3949,香菇滑鸡饭200g,4,0,2024-01-22
-1,全国,SC0004,包装类,456,标杯贴纸,3,1,2024-01-22
-1,全国,SC0003,轻食,11433,樱花味草莓流心羊角,4,0,2024-01-22
-1,全国,SC0013,工服类,27912,SGP-长袖衬衫-XL,4,0,2024-01-22
-1,全国,SC0006,原料,23313,白糯米,4,0,2024-01-22
-1,全国,SC0007,营销物料,28264,8月七夕活动贴纸202308,4,0,2024-01-22
-1,全国,SC0003,轻食,20814,桃桃茉香半熟芝士糕点,4,0,2024-01-22
-1,全国,SC0015,零食,27631,圣诞饼干,4,0,2024-01-22
-1,全国,SC0002,器具类,28127,手冲分享壶,3,1,2024-01-22
-1,全国,SC0001,办公用品,472,签字笔,3,1,2024-01-22
-1,全国,SC0002,器具类,198,纸巾盒,4,0,2024-01-22
-1,全国,SC0006,原料,8066,阿萨姆红茶,4,0,2024-01-22
-1,全国,SC0006,原料,8,蔓越莓干,4,0,2024-01-22
-1,全国,SC0004,包装类,3984,塑料手提袋,4,0,2024-01-22
-1,全国,SC0003,轻食,5826,枫糖扁桃仁起酥,4,0,2024-01-22
-1,全国,SC0003,轻食,25974,撞色玫瑰马卡龙,4,0,2024-01-22
-1,全国,SC0006,原料,27927,杏花风味乌龙茶固体饮料,4,0,2024-01-22
-1,全国,SC0002,器具类,149,不锈钢奶油枪,3,1,2024-01-22
-1,全国,SC0006,原料,28254,白酒风味厚奶,3,0,2024-01-22
-1,全国,SC0002,器具类,153,长方密封夹（瑞即购）,4,0,2024-01-22
-1,全国,SC0013,工服类,467,女装加绒毛衫XL,4,0,2024-01-22
-1,全国,SC0003,轻食,13764,核桃提子软欧包,4,0,2024-01-22
-1,全国,SC0003,轻食,8521,扁桃仁海盐流心羊角,4,0,2024-01-22
-1,全国,SC0007,营销物料,25547,代言人谷运动服人形立牌202204,4,0,2024-01-22
-1,全国,SC0002,器具类,130,拖布头,3,1,2024-01-22
-1,全国,SC0013,工服类,338,L女士长袖衬衫,4,0,2024-01-22
-1,全国,SC0001,办公用品,173,强光手电筒,2,1,2024-01-22
-1,全国,SC0002,器具类,298,不锈钢运冰大铲,4,0,2024-01-22
-1,全国,SC0006,原料,41,柑橘味糖浆,4,0,2024-01-22
-1,全国,SC0004,包装类,20739,SOE冰杯平盖,4,0,2024-01-22
-1,全国,SC0004,包装类,28428,16oz酱香拿铁冰杯,3,1,2024-01-22
-1,全国,SC0014,日耗品,89,保质期贴纸星期四,4,0,2024-01-22
-1,全国,SC0002,器具类,267,白色菜板,4,0,2024-01-22
-1,全国,SC0003,轻食,953,速冻上海灌汤包,4,0,2024-01-22
-1,全国,SC0006,原料,8136,NFC柠檬汁饮料,4,0,2024-01-22
-1,全国,SC0002,器具类,28128,手冲接粉器,3,1,2024-01-22
-1,全国,SC0014,日耗品,806,消毒粉,3,1,2024-01-22
-1,全国,SC0014,日耗品,3844,推拉标识牌（金属拉丝）,4,0,2024-01-22
-1,全国,SC0013,工服类,27917,SGP-短袖衬衫-L,3,1,2024-01-22
-1,全国,SC0015,零食,10684,乐事黄瓜味薯片,4,0,2024-01-22
-1,全国,SC0003,轻食,809,鸡蛋马铃薯双拼三明治,4,0,2024-01-22
-1,全国,SC0006,原料,24196,四国柚子调味糖浆,4,0,2024-01-22
-1,全国,SC0006,原料,26037,速冻调制粉柠檬汁,4,0,2024-01-22
-1,全国,SC0002,器具类,11594,打蛋器（粗线）-18寸,4,0,2024-01-22
-1,全国,SC0001,办公用品,28051,43寸显示屏外包纸箱,3,1,2024-01-22
-1,全国,SC0003,轻食,13715,冲绳黑糖风味厚切,4,0,2024-01-22
-1,全国,SC0002,器具类,282,30ml酱料桶,4,0,2024-01-22
-1,全国,SC0013,工服类,502,女士保暖衬衫L,4,0,2024-01-22
-1,全国,SC0013,工服类,505,男装保暖衬衫M,4,0,2024-01-22
-1,全国,SC0007,营销物料,28312,战略合作交行跳跳卡202309,4,0,2024-01-22
-1,全国,SC0013,工服类,464,女装加绒毛衫S,4,0,2024-01-22
-1,全国,SC0003,轻食,20815,抹茶半熟芝士蛋糕,4,0,2024-01-22
-1,全国,SC0013,工服类,460,男装加绒毛衫XL,4,0,2024-01-22
-1,全国,SC0002,器具类,4530,保温箱,4,0,2024-01-22
-1,全国,SC0003,轻食,807,牛肉鸡蛋鲜蔬三明治,4,0,2024-01-22
-1,全国,SC0007,营销物料,27629,JOJO大拿铁人形立牌202210,4,0,2024-01-22
-1,全国,SC0002,器具类,627,除油剂喷瓶,3,1,2024-01-22
-1,全国,SC0002,器具类,11580,不锈钢茶桶架（高40cm）,4,0,2024-01-22
-1,全国,SC0003,轻食,19854,百香果芒果味泡芙,4,0,2024-01-22
-1,全国,SC0014,日耗品,654,牛奶系统清洗液,3,1,2024-01-22
-1,全国,SC0003,轻食,745,提拉米苏蛋糕,4,0,2024-01-22
-1,全国,SC0002,器具类,24819,金属密码箱（奶油气弹专用）,3,1,2024-01-22
-1,全国,SC0003,轻食,25127,粉樱荔荔大福,1,0,2024-01-22
-1,全国,SC0002,器具类,151,方形防滑托盘,3,1,2024-01-22
-1,全国,SC0002,器具类,284,30ml泵头,4,0,2024-01-22
-1,全国,SC0006,原料,27409,油柑汁饮料浓浆,4,0,2024-01-22
-1,全国,SC0014,日耗品,28224,食品包装用纸,3,1,2024-01-22
-1,全国,SC0006,原料,756,可可粉（固体饮料）,3,0,2024-01-22
-1,全国,SC0006,原料,28377,（新）危地马拉千咖万啡庄园瑰夏咖啡豆,3,0,2024-01-22
-1,全国,SC0004,包装类,5651,塑料搅拌棒,4,0,2024-01-22
-1,全国,SC0007,营销物料,603,不干胶贴纸（仅供陈列）,4,0,2024-01-22
-1,全国,SC0006,原料,28084,醇香厚乳,4,0,2024-01-22
-1,全国,SC0007,营销物料,28371,9月上旬活动窗贴202309,4,0,2024-01-22
-1,全国,SC0006,原料,18804,速冻调制杨梅泥,4,0,2024-01-22
-1,全国,SC0014,日耗品,10894,消毒片,4,0,2024-01-22
-1,全国,SC0003,轻食,18531,提拉米苏风味大福,3,0,2024-01-22
-1,全国,SC0006,原料,5889,柠檬切片罐头,4,0,2024-01-22
-1,全国,SC0015,零食,6337,酸奶味蜜桔果冻,4,0,2024-01-22
-1,全国,SC0013,工服类,8318,帽子（瑞幸）,4,0,2024-01-22
-1,全国,SC0014,日耗品,28118,咖啡机豆仓贴纸,3,1,2024-01-22
-1,全国,SC0004,包装类,27754,SGP-12oz SOE留白热饮杯,3,1,2024-01-22
-1,全国,SC0002,器具类,214,4孔糖浆架,3,1,2024-01-22
-1,全国,SC0006,原料,20818,椰浆,3,0,2024-01-22
-1,全国,SC0004,包装类,72,手提袋,3,1,2024-01-22
-1,全国,SC0003,轻食,3928,土豆烧牛方饭180g,4,0,2024-01-22
-1,全国,SC0004,包装类,27759,SGP-单杯手提袋,3,1,2024-01-22
-1,全国,SC0004,包装类,272,一次性刀,4,0,2024-01-22
-1,全国,SC0001,办公用品,9956,工牌挂绳（瑞幸）,4,0,2024-01-22
-1,全国,SC0003,轻食,18538,榴莲风味大福,4,0,2024-01-22
-1,全国,SC0006,原料,27590,青梅果粒果酱,4,0,2024-01-22
-1,全国,SC0004,包装类,4173,单支吸管通用,3,1,2024-01-22
-1,全国,SC0007,营销物料,28070,5月青提拿铁中帆202305,4,0,2024-01-22
-1,全国,SC0014,日耗品,935,清洗药液,4,0,2024-01-22
-1,全国,SC0002,器具类,13064,塑料量杯100ml,3,1,2024-01-22
-1,全国,SC0002,器具类,19735,冰板（33*23*2cm）,4,0,2024-01-22
-1,全国,SC0002,器具类,11622,塑料冷水壶-5L,3,1,2024-01-22
-1,全国,SC0007,营销物料,362,咖啡豆保鲜罐 （香槟色）,4,0,2024-01-22
-1,全国,SC0003,轻食,4453,京味烤鸭鲜蔬卷（单卷）,4,0,2024-01-22
-1,全国,SC0002,器具类,13085,PC1/6份数盆（深）,3,1,2024-01-22
-1,全国,SC0002,器具类,25218,0卡风味饮料浓浆压泵5ml/压28口径,4,0,2024-01-22
-1,全国,SC0006,原料,109,冰沙粉芒果百香果口味,4,0,2024-01-22
-1,全国,SC0006,原料,20773,燕麦奶,4,0,2024-01-22
-1,全国,SC0006,原料,28164,危地马拉瑰夏（零售装）,4,0,2024-01-22
-1,全国,SC0014,日耗品,751,设备维修服务单,4,0,2024-01-22
-1,全国,SC0014,日耗品,27318,资产贴纸,3,1,2024-01-22
-1,全国,SC0003,轻食,28228,巧克力慕斯蛋糕,3,0,2024-01-22
-1,全国,SC0007,营销物料,27290,招聘玻璃窗贴202207,4,0,2024-01-22
-1,全国,SC0002,器具类,4523,下拦盆,4,0,2024-01-22
-1,全国,SC0003,轻食,24392,圣诞火鸡风味可颂（面包）,4,0,2024-01-22
-1,全国,SC0007,营销物料,27749,情人节贴纸202302,4,0,2024-01-22
-1,全国,SC0013,工服类,944,男装加绒毛衫XXXXL,4,0,2024-01-22
-1,全国,SC0004,包装类,20726,22oz 吸塑杯,4,0,2024-01-22
-1,全国,SC0002,器具类,28407,半熟芝士蛋糕模型,4,0,2024-01-22
-1,全国,SC0006,原料,10985,阿萨姆奶茶风味固体饮料,4,0,2024-01-22
-1,全国,SC0006,原料,28458,哥伦比亚瑰夏,3,0,2024-01-22
-1,全国,SC0003,轻食,28507,龙年好柿大福,1,0,2024-01-22
-1,全国,SC0003,轻食,20795,法式经典原味可颂,4,0,2024-01-22
-1,全国,SC0007,营销物料,457,铁艺收纳篮,4,0,2024-01-22
-1,全国,SC0006,原料,20962,木瓜果酱,4,0,2024-01-22
-1,全国,SC0003,轻食,20512,酥松蛋黄酱脆香饭团,4,0,2024-01-22
-1,全国,SC0004,包装类,19784,8oz冰淇淋杯,4,0,2024-01-22
-1,全国,SC0004,包装类,10551,无菌纸罐,4,0,2024-01-22
-1,全国,SC0003,轻食,22851,海盐芝士大福,4,0,2024-01-22
-1,全国,SC0015,零食,8675,每日坚果25g,4,0,2024-01-22
-1,全国,SC0013,工服类,27899,短袖衬衫-M,4,0,2024-01-22
-1,全国,SC0014,日耗品,204,PE一次性手套,3,1,2024-01-22
-1,全国,SC0014,日耗品,10068,一次性PVC手套(L)100只*10盒/箱,3,1,2024-01-22
-1,全国,SC0002,器具类,20260,糕点罩方形(538x333x133mm),3,1,2024-01-22
-1,全国,SC0002,器具类,19728,EPP保温箱（41*29.3*27.5cm),4,0,2024-01-22
-1,全国,SC0004,包装类,450,隔热板,3,1,2024-01-22
-1,全国,SC0006,原料,25820,0卡西柚风味饮料浓浆,4,0,2024-01-22
-1,全国,SC0006,原料,11517,桃味果冻,4,0,2024-01-22
-1,全国,SC0015,零食,4222,老杨咸蛋黄饼干,4,0,2024-01-22
-1,全国,SC0002,器具类,315,滑轮储物箱,3,1,2024-01-22
-1,全国,SC0007,营销物料,27887,SGP-A4台卡,3,1,2024-01-22
-1,全国,SC0006,原料,20813,云南精品咖啡豆,4,0,2024-01-22
-1,全国,SC0003,轻食,20519,奥尔良鸡肉脆香饭团,4,0,2024-01-22
-1,全国,SC0002,器具类,13071,1TBSP不锈钢长柄量勺,3,1,2024-01-22
-1,全国,SC0004,包装类,407,12oz冰杯,4,0,2024-01-22
-1,全国,SC0015,零食,4404,椰子味蛋卷,4,0,2024-01-22
-1,全国,SC0002,器具类,8822,零食展示架B款-14*25*37cm,3,1,2024-01-22
-1,全国,SC0002,器具类,27955,蓝色奶油枪硅胶套,3,1,2024-01-22
-1,全国,SC0007,营销物料,28481,天活动门贴202311,4,0,2024-01-22
-1,全国,SC0001,办公用品,168,粘钩,4,0,2024-01-22
-1,全国,SC0006,原料,11328,椰子风味固体饮料,4,0,2024-01-22
-1,全国,SC0004,包装类,411,16oz 冰杯平盖,3,1,2024-01-22
-1,全国,SC0004,包装类,5350,夏日柠檬风味鸡肉沙拉环带,4,0,2024-01-22
-1,全国,SC0014,日耗品,609,URNEX 奶渍清洁剂,4,0,2024-01-22
-1,全国,SC0006,原料,38,西番莲颗粒果酱,4,0,2024-01-22
-1,全国,SC0004,包装类,641,不干胶贴纸意大利烤鸡卷,4,0,2024-01-22
-1,全国,SC0003,轻食,951,速冻虾仁炒饭,4,0,2024-01-22
-1,全国,SC0003,轻食,27604,樱桃黑巧瑞士卷,4,0,2024-01-22
-1,全国,SC0007,营销物料,28243,7月团体代言中帆202307,4,0,2024-01-22
-1,全国,SC0014,日耗品,650,执勤手册,4,0,2024-01-22
-1,全国,SC0006,原料,12805,鸡蛋布丁果冻粉（风味固体饮料）,4,0,2024-01-22
-1,全国,SC0002,器具类,19826,10ml酱料桶,4,0,2024-01-22
